t-SNE 1,t-SNE 2,Cluster
-41.693756,-45.794323,0
-74.326004,5.9873915,1
-74.75596,-39.50409,2
-70.68085,38.93573,3
18.44528,71.80844,4
28.095772,66.01695,5
-22.107904,-77.18263,6
-66.99397,29.805231,0
-9.205579,-2.5930705,0
-53.131153,-10.859935,0
-45.71363,-15.747669,0
-39.35935,-46.029583,0
-70.89752,6.562313,1
-73.19313,-39.954815,2
-72.62396,38.08606,3
19.438332,71.83903,4
26.542908,65.44822,5
-20.683321,-77.57755,6
-67.187935,29.74171,0
-15.453162,6.5022492,0
-8.456986,-3.700742,0
-53.576042,-12.781438,0
-45.21978,-14.49652,0
-39.271305,-47.83518,0
-72.83207,7.636472,1
-75.73188,-40.10501,2
-72.48336,38.6453,3
18.935392,71.08375,4
27.550545,65.62012,5
-18.951271,-78.26432,6
-66.776924,29.755678,0
-11.297528,4.065516,0
-9.385835,0.66580075,0
-15.906955,-19.368528,0
-46.921543,-14.763249,0
-40.259018,-47.225468,0
-72.76411,4.987671,1
-76.298805,-39.98046,2
-74.044136,38.28679,3
17.576773,70.32173,4
26.64581,65.06168,5
-21.42353,-78.28032,6
-67.204124,29.742102,0
-11.848853,14.344578,0
-48.05917,-16.649061,0
-55.219246,-11.821255,0
-47.769966,-16.544636,0
-38.910748,-46.329514,0
-74.23081,7.1936655,1
-72.72528,-39.88113,2
-73.791954,37.588417,3
17.284748,71.36489,4
26.530237,65.05309,5
-19.815477,-77.422554,6
-67.22804,29.705582,0
-26.762905,23.772928,0
-7.923495,-1.3448714,0
-52.41604,-11.093785,0
-46.2188,-15.471638,0
-40.59496,-47.837708,0
-73.89691,6.4076247,1
-73.89315,-38.400517,2
-70.591255,38.756893,3
17.846806,72.66968,4
26.61034,65.911285,5
-20.260826,-79.91127,6
-67.14973,29.69153,0
-13.518148,1.3486869,0
-8.851525,-3.5344994,0
-53.03458,-12.536876,0
-45.372498,-14.702221,0
-39.713043,-47.687172,0
-73.57571,6.965757,1
-74.24364,-39.330544,2
-72.709236,39.157043,3
19.15441,73.33653,4
26.438183,64.77436,5
-20.359211,-78.25624,6
-67.03875,29.842802,0
-20.713907,29.280157,0
-8.503736,-1.6719822,0
-53.97334,-12.569123,0
-45.283844,-14.8007345,0
-40.653168,-46.424423,0
-72.88322,6.301295,1
-74.371025,-40.869778,2
-72.50909,37.446743,3
18.477139,71.32856,4
26.319906,65.16384,5
-19.893932,-77.33033,6
-67.023544,29.787415,0
-4.2727375,-10.253612,0
-6.8120465,-3.5129726,0
-53.8765,-9.632635,0
-46.172806,-15.725846,0
-40.380836,-46.985878,0
-73.95032,5.267972,1
-75.03958,-40.35852,2
-73.78344,37.568027,3
20.425375,71.97273,4
25.493933,64.60913,5
-20.623898,-79.07523,6
-67.45615,28.479187,0
-22.142107,-12.365713,0
-9.186609,-2.4889402,0
-52.871742,-13.657844,0
-45.31473,-14.722696,0
-41.16971,-47.819458,0
-73.12273,7.2737393,1
-74.54347,-39.259743,2
-73.19731,39.76845,3
19.258583,73.4263,4
26.254108,64.18535,5
-19.378046,-78.6392,6
-67.258064,29.664532,0
-15.844327,4.5767775,0
-55.29013,-11.697044,0
-44.588017,-15.683267,0
-73.79729,7.141367,1
-74.73554,-38.20542,2
-71.416626,39.295433,3
18.458012,69.93874,4
27.479235,66.59664,5
-18.936419,-76.68033,6
-67.102554,29.804737,0
-20.706728,-15.543402,0
-8.174764,-2.112391,0
-55.312366,-11.685812,0
-44.258457,-15.550709,0
-40.198547,-48.30103,0
-72.56386,6.7086225,1
-75.67425,-38.423496,2
-73.139206,37.327915,3
18.478403,69.66977,4
27.510572,66.65512,5
-19.535099,-79.11754,6
-67.291374,29.383406,0
-15.656646,4.6994877,0
-8.915952,-1.7393829,0
-54.22291,-11.332645,0
-47.266766,-15.89001,0
-39.21853,-46.4323,0
-72.90145,6.448642,1
-72.90162,-39.855087,2
-71.46079,38.12248,3
17.173391,70.7264,4
27.696548,65.270615,5
-20.461145,-77.89246,6
-67.52248,28.390594,0
-52.647255,-11.783713,0
-47.070885,-15.800831,0
-70.87903,6.551705,1
-72.56445,38.05324,3
26.592453,65.29441,5
-22.183424,-77.17729,6
-67.47618,28.276974,0
-42.956474,-17.63265,0
-42.994545,-17.60875,0
-53.320385,-10.471919,0
-43.222458,-17.469551,0
-39.095016,-47.35298,0
-72.098526,6.8893557,1
-75.58294,-39.471066,2
-73.42124,39.716442,3
19.724985,69.98015,4
26.874424,63.775593,5
-21.599272,-79.18629,6
-67.50624,28.411242,0
-13.656014,5.126961,0
-8.609712,-2.0761788,0
-53.440395,-11.501269,0
-46.17011,-15.633384,0
-40.318058,-46.770405,0
-73.23617,6.401846,1
-75.18324,-38.155132,2
-72.63555,38.54976,3
18.625717,71.2537,4
26.661215,65.41565,5
-20.253368,-77.94601,6
-67.180984,25.537556,0
-21.634811,-10.045301,0
-6.7347455,-3.387701,0
-53.867683,-9.604208,0
-43.315735,-15.25295,0
-40.63157,-45.392265,0
-73.853645,5.4267545,1
-74.87136,-40.00506,2
-72.3973,39.079857,3
19.42324,70.4356,4
26.703215,65.30358,5
-20.569927,-78.90399,6
-67.44014,28.609453,0
3.5983243,12.176029,0
-7.34983,-2.2578185,0
-73.40775,6.362365,1
-70.68181,38.77741,3
18.78225,73.198685,4
26.709776,65.57834,5
-20.262989,-79.813385,6
-67.48972,26.753834,0
-7.3322144,-7.7556143,0
-8.168292,-2.7438624,0
-53.72402,-11.595365,0
-45.939526,-16.358755,0
-40.18211,-46.740227,0
-74.148384,7.0600605,1
-74.28043,-39.732773,2
-72.46122,38.68425,3
17.968702,71.32919,4
27.13191,65.00951,5
-22.185314,-77.2091,6
-67.16281,25.666983,0
-7.5445423,-6.308943,0
-5.3989635,-2.229573,0
-52.858063,-11.393904,0
-46.220333,-16.789726,0
-39.943634,-46.782093,0
-74.32887,7.1331387,1
-74.174515,-40.14052,2
-72.49856,40.13474,3
19.45483,71.18789,4
27.96257,64.82158,5
-18.93132,-79.55791,6
-67.418816,26.148882,0
-23.162992,-12.695442,0
-8.58605,-2.0344064,0
-53.13823,-11.670402,0
-46.608074,-14.564195,0
-40.913445,-45.931602,0
-72.865234,6.2744946,1
-74.734276,-39.608307,2
-72.5838,38.132572,3
17.341228,70.7712,4
26.387865,65.44502,5
-19.075083,-78.224785,6
-67.17707,25.536057,0
-30.2104,28.878551,0
-6.063482,-2.0806906,0
-52.96509,-11.320992,0
-46.958088,-16.87497,0
-41.172497,-46.798367,0
-73.22266,6.3219085,1
-73.343834,-38.573776,2
-71.54289,37.73241,3
19.67749,71.14116,4
27.841196,64.859,5
-18.882671,-79.60664,6
-66.78765,25.658936,0
-8.245349,-2.029894,0
-53.059917,-11.789396,0
-74.6062,-39.374588,2
-72.41763,38.565647,3
18.351067,70.732544,4
26.746588,65.29726,5
-20.153883,-78.34096,6
-68.04397,24.38887,0
-15.376536,5.9031963,0
-8.373952,-3.4445987,0
-53.449196,-12.351359,0
-45.047672,-16.733324,0
-39.37174,-47.52708,0
-74.04055,-39.168274,2
17.498173,72.20121,4
-67.23171,25.762556,0
-22.488941,-6.93823,0
-8.70262,-0.8209278,0
-53.37564,-11.557106,0
-45.344376,-15.986523,0
-40.430893,-47.11881,0
-75.424576,-38.783134,2
