Reaction_id
HPYRRy
PDHa
NDPK1
PSCVT_copy2
GLUTCOADHc
NADDP
ACSPHAC160
PRMICI_copy2
GLXCL
SUCOAS
FRDO7r
MACPD
OMPDC
RHACOAE121d6
RECOAH17
CYSTS
NTPP4
ACACT9
RHACOAE141d5
GLNS_copy1
HACD22i
G3PD2
ECOAH25
MGCH
NTPTP2
GAPDi_nadp
LEUTA
ME2
HACD14i
MECDPS_copy1
UREA
ALDD19xr
FE3DCITR2
ACOATA
APG3PAT161
RHACOAE80
ASPT
ACSPHAC121
PHADPC101
ACOAD25f
HACD4i
DHORTS
PGI
PGM
HACD20i
HMR_0260
PGL
GLYALDDr
NMNDA
PHAPCP90
OXPTNDH
HACD3i
NADTRHD
ACSPHAC60
NTD9
XTSNH
RHACOAE100
ACOAD22f
RECOAH2
HXAND
IPDDI
HMR_0180_copy1
ADNCYC
PHAP2C141d5
FACOAE180
TRPS1_copy2
PRPPS
PRASCSi_copy2
NTPP3
NTPP7
HACD11i
ACSPHAC50
HMR_0188
ACSPHAC101
CSND
NDPK5
ACOAD5f
ALAR
RHACOAE70
RHACOAR100
PRAIi_copy1
ACSPHACT60
P5CR
MEPCT
TRPS2
DABAAT2
GLUCYS_copy1
RECOAH19
ALCD2x
FACOAL161
SERD_L
DMALRED
ECOAH36
OXDHCOAT
RECOAH5
PHAP2C100
PHAP2C141
GNNUC
FE3DCITR4
ALATRS
GND
ECOAH38
DHMPTR
RPI
ASPO1
APSR
AKGDa
GUAPRT
RHACOARP100
PPK2
ADK3
PPA
PYK
LSERDHr
UPPN
VALTA
ARUH
ECOAH6
BPNT
ARGDr
OIVD2
APG3PAT160
URIH
TRSARr
AKGDb_copy1
SSALx
AACOAT
3AIBT2
CYSS
RECOAH23
FACOAE80
HACD17i
FACOAE181
APSR2
DHPS
AMPTASECG
KAS15
GLUR
RPE
NTPP2
HIBDkt
HACD8i
CELLS
FACOAE140
RHACOAR80
GLYCLTDy
ILETA
RHACOAEP40
QUIDH
NTPP6
PPGPPDP
ACSPHAC70
ACSPHAC141
RHACOAEP50
FE3DCITCH
GPDDA4
HACD2i
DMPPS
